rows loaded: 15341
cells: dark@390, dark@1440, light@390, light@1440
routes: 33

distinct triples: 828   below floor: 62

| theme | ink | size | measured backdrop | worst | floor | n | routes | example selector |
| dark | `#d8d2c4` | 16.3px/300 | #bg-canvas | 9.47 | 4.5 | 35 | 16 | `p.page-lede` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2e2a23 | 9.47 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #312922 | 9.47 | 4.5 | 1 | 1 | `a` |
| light | `#433c31` | 12.5px/300 | opaque #eff0e5 | 9.47 | 4.5 | 2 | 1 | `span.trait` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #332822 | 9.50 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #302922 | 9.51 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 22.4px/600 | #bg-canvas | 9.51 | 4.5 | 6 | 1 | `h2` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #342817 | 9.53 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #d2cec3 | 9.54 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #37270f | 9.55 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #2b2a23 | 9.56 | 4.5 | 1 | 1 | `span.brand-sub` |
| light | `#2b2620` | 14.4px/300 | #bg-canvas | 9.60 | 4.5 | 14 | 1 | `span.mc-name` |
| light | `#2b2620` | 23.2px/800 L | opaque #d6cec0 | 9.60 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2b2927 | 9.62 | 4.5 | 1 | 1 | `a` |
| light | `#433c31` | 12.5px/300 | opaque #f0f2e7 | 9.62 | 4.5 | 2 | 1 | `span.trait` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #2c2922 | 9.63 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #292a20 | 9.64 | 4.5 | 1 | 1 | `span.trait` |
| dark | `#0d0c0a` | 10.9px/500 | opaque #b0b8b4 | 9.65 | 4.5 | 2 | 1 | `span` |
| light | `#0d0c0a` | 10.9px/500 | opaque #b0b8b4 | 9.65 | 4.5 | 2 | 1 | `span` |
| light | `#2b2620` | 11.5px/300 | cover | 9.67 | 4.5 | 2 | 1 | `div.kicker` |
| light | `#2b2620` | 15.4px/300 | #bg-canvas | 9.73 | 4.5 | 5 | 2 | `span` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2b2916 | 9.74 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #28291f | 9.76 | 4.5 | 1 | 1 | `span.trait` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #2a281f | 9.80 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 10.9px/300 | #bg-canvas | 9.81 | 4.5 | 27 | 14 | `div.page-kicker` |
| dark | `#d8d2c4` | 15.5px/300 | #bg-canvas | 9.81 | 4.5 | 26 | 2 | `p` |
| dark | `#d8d2c4` | 12.8px/400 | #bg-canvas | 9.83 | 4.5 | 23 | 12 | `span.count` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #262825 | 9.86 | 4.5 | 1 | 1 | `a` |
| dark | `#0d0c0a` | 10.9px/500 | opaque #d9b27c | 9.88 | 4.5 | 6 | 1 | `span` |
| light | `#0d0c0a` | 10.9px/500 | opaque #d9b27c | 9.88 | 4.5 | 6 | 1 | `span` |
| light | `#000000` | 13.0px/300 | opaque #c8af7e | 9.89 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #322419 | 9.94 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 12.5px/700 | opaque #24221e | 9.94 | 4.5 | 1 | 1 | `a.active` |
| light | `#2b2620` | 23.2px/800 L | opaque #d7d2c8 | 9.95 | 3.0 | 1 | 1 | `span.brand-text` |
| light | `#2b2620` | 23.2px/800 L | opaque #ddd1c1 | 9.97 | 3.0 | 1 | 1 | `span.brand-text` |
| light | `#2b2620` | 54.4px/800 L | #bg-canvas | 9.98 | 3.0 | 16 | 16 | `h1.display` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #252724 | 9.99 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #312410 | 10.02 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 10.4px/300 | #bg-canvas | 10.04 | 4.5 | 4 | 2 | `div.daily-kicker` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #343431 | 10.04 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 9.3px/400 | #bg-canvas | 10.05 | 4.5 | 101 | 31 | `span.brand-sub` |
| dark | `#e8c98a` | 12.5px/700 | cover | 10.06 | 4.5 | 2 | 1 | `a.active` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2d241f | 10.07 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 23.2px/800 L | canvas+cover | 10.09 | 3.0 | 31 | 16 | `span.brand-text` |
| dark | `#e8c98a` | 16.3px/300 | #bg-canvas | 10.09 | 4.5 | 18 | 1 | `div.arc-when` |
| light | `#433c31` | 11.5px/300 | opaque #faf6ec | 10.09 | 4.5 | 39 | 2 | `span.mc-meta` |
| light | `#433c31` | 9.9px/300 | opaque #faf6ec | 10.09 | 4.5 | 8 | 2 | `a.chip-label` |
| light | `#433c31` | 12.5px/400 | opaque #faf6ec | 10.09 | 4.5 | 2 | 1 | `button.f-btn.map-zoom` |
| light | `#433c31` | 11.8px/300 | opaque #faf6ec | 10.09 | 4.5 | 2 | 1 | `p.map-hint` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #302319 | 10.10 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #37332c | 10.10 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2c241d | 10.12 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #2b2421 | 10.12 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 16.0px/400 | #bg-canvas | 10.12 | 4.5 | 3 | 1 | `strong` |
| dark | `#e8c98a` | 13.8px/700 | opaque #16222b | 10.13 | 4.5 | 1 | 1 | `a.active` |
| light | `#2b2620` | 23.2px/800 L | opaque #dad4c3 | 10.13 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#e8c98a` | 10.2px/300 | opaque #252016 | 10.14 | 4.5 | 1 | 1 | `div.why-kicker` |
| dark | `#e8c98a` | 13.8px/700 | opaque #262011 | 10.14 | 4.5 | 1 | 1 | `a.active` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #36332b | 10.14 | 3.0 | 1 | 1 | `span.brand-text` |
| light | `#2b2620` | 32.0px/800 L | opaque #dad4c8 | 10.16 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #32220d | 10.17 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 18.9px/300 | opaque #23201a | 10.17 | 4.5 | 1 | 1 | `div.mu-hook` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #3b321d | 10.17 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#e8c98a` | 10.2px/300 | opaque #242015 | 10.18 | 4.5 | 1 | 1 | `div.why-kicker` |
| dark | `#ece6d9` | 57.6px/800 L | cover | 10.21 | 3.0 | 12 | 12 | `h1` |
| dark | `#ece6d9` | 30.4px/800 L | cover | 10.21 | 3.0 | 12 | 12 | `h1` |
| light | `#2b2620` | 48.0px/600 L | #bg-canvas | 10.22 | 3.0 | 2 | 1 | `h1` |
| dark | `#e8c98a` | 18.9px/300 | opaque #20201c | 10.24 | 4.5 | 1 | 1 | `div.mu-hook` |
| dark | `#e8c98a` | 12.5px/700 | opaque #251f11 | 10.25 | 4.5 | 1 | 1 | `a.active` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #28241c | 10.25 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 13.1px/300 | #bg-canvas | 10.26 | 4.5 | 30 | 3 | `a` |
| light | `#2b2620` | 54.4px/800 L | opaque #dbd5c9 | 10.26 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#e8c98a` | 12.2px/300 | #bg-canvas | 10.32 | 4.5 | 5 | 2 | `a.daily-enter` |
| dark | `#ece6d9` | 16.8px/600 | cover | 10.32 | 4.5 | 10 | 1 | `b` |
| dark | `#e8c98a` | 16.0px/300 | #bg-canvas | 10.32 | 4.5 | 14 | 4 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #242421 | 10.33 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 19.2px/300 | #bg-canvas | 10.34 | 4.5 | 23 | 3 | `span` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2f2018 | 10.39 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #282314 | 10.39 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 15.5px/300 | #bg-canvas | 10.40 | 4.5 | 4 | 1 | `a` |
| dark | `#e8c98a` | 17.9px/600 | #bg-canvas | 10.40 | 4.5 | 20 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #2d2111 | 10.42 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #132530 | 10.44 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#e8c98a` | 12.5px/700 | canvas+cover | 10.45 | 4.5 | 1 | 1 | `a.active` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #232321 | 10.45 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 15.8px/300 | #bg-canvas | 10.46 | 4.5 | 20 | 10 | `p.desc-col` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #20241d | 10.47 | 4.5 | 1 | 1 | `span.trait` |
| dark | `#d8d2c4` | 12.5px/400 | #bg-canvas | 10.50 | 4.5 | 27 | 4 | `button.f-btn` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #2a2114 | 10.51 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 38.4px/400 L | #bg-canvas | 10.51 | 3.0 | 2 | 1 | `b` |
| light | `#2b2620` | 52.0px/800 L | #bg-canvas | 10.51 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #21231c | 10.54 | 4.5 | 1 | 1 | `span.trait` |
| light | `#2b2620` | 12.5px/400 | opaque #ddd8cc | 10.54 | 4.5 | 1 | 1 | `button.chip` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #27211a | 10.57 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 13.4px/500 | #bg-canvas | 10.58 | 4.5 | 9 | 4 | `a.aw-btn.primary` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #282112 | 10.59 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #31302e | 10.60 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 15.2px/300 | #bg-canvas | 10.61 | 4.5 | 89 | 2 | `li` |
| dark | `#e8c98a` | 16.8px/500 | #bg-canvas | 10.62 | 4.5 | 5 | 2 | `a.aw-btn.primary.ob-cta` |
| dark | `#d8d2c4` | 10.4px/300 | #bg-canvas | 10.64 | 4.5 | 6 | 2 | `span` |
| dark | `#e8c98a` | 12.5px/700 | opaque #1f1c17 | 10.64 | 4.5 | 1 | 1 | `a.active` |
| light | `#2b2620` | 12.5px/400 | opaque #ded9cc | 10.64 | 4.5 | 1 | 1 | `button.chip` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #20221c | 10.66 | 4.5 | 1 | 1 | `span.trait` |
| dark | `#e8c98a` | 12.2px/400 | #bg-canvas | 10.67 | 4.5 | 2 | 1 | `button.tl2-leg.tl2-leg-more` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #382e22 | 10.67 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #272011 | 10.71 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 17.9px/300 | #bg-canvas | 10.73 | 4.5 | 2 | 1 | `p.daily-note` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #262011 | 10.74 | 4.5 | 3 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #20211e | 10.74 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #1f211f | 10.76 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #252014 | 10.76 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #22201c | 10.79 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | #bg-canvas | 10.80 | 4.5 | 594 | 25 | `a` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #1e211b | 10.81 | 4.5 | 1 | 1 | `span.trait` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #21201d | 10.81 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 16.8px/300 | #bg-canvas | 10.82 | 4.5 | 1 | 1 | `p` |
| dark | `#e8c98a` | 12.5px/700 | #bg-canvas | 10.85 | 4.5 | 19 | 10 | `a.active` |
| dark | `#d8d2c4` | 14.7px/300 | #bg-canvas | 10.86 | 4.5 | 65 | 24 | `span` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #261e19 | 10.87 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.9px/300 | #bg-canvas | 10.89 | 4.5 | 27 | 14 | `a.chip-label` |
| dark | `#d8d2c4` | 10.9px/300 | #bg-canvas | 10.89 | 4.5 | 6 | 3 | `span.f-label` |
| dark | `#d8d2c4` | 16.0px/300 | #bg-canvas | 10.89 | 4.5 | 5 | 2 | `p` |
| dark | `#d8d2c4` | 12.0px/300 | #bg-canvas | 10.93 | 4.5 | 4 | 1 | `p.daily-return` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #291d0b | 10.93 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#b0dad3` | 9.9px/400 | #bg-canvas | 10.97 | 4.5 | 5 | 2 | `b` |
| dark | `#d8d2c4` | 12.5px/300 | opaque #1c201a | 10.97 | 4.5 | 2 | 1 | `span.trait` |
| dark | `#d8d2c4` | 11.8px/300 | #bg-canvas | 11.02 | 4.5 | 6 | 2 | `p.map-hint` |
| dark | `#d8d2c4` | 13.1px/300 | #bg-canvas | 11.04 | 4.5 | 6 | 2 | `span` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #221d1a | 11.07 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 11.2px/300 | #bg-canvas | 11.07 | 4.5 | 27 | 8 | `span.tl-year.end` |
| light | `#2b2620` | 38.4px/600 L | #bg-canvas | 11.11 | 3.0 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 11.5px/300 | #bg-canvas | 11.21 | 4.5 | 13 | 1 | `span.mc-meta` |
| dark | `#d8d2c4` | 12.2px/400 | #bg-canvas | 11.23 | 4.5 | 27 | 2 | `button.tl2-leg` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f1e2b | 11.23 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #211c10 | 11.25 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #211c10 | 11.25 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 14.7px/400 | #bg-canvas | 11.29 | 4.5 | 39 | 23 | `strong` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #372915 | 11.33 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #0f1d28 | 11.36 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 12.5px/700 | opaque #171410 | 11.50 | 4.5 | 1 | 1 | `a.active` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #201913 | 11.52 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 16.8px/400 | opaque #16140f | 11.53 | 4.5 | 269 | 33 | `button` |
| dark | `#e8c98a` | 9.9px/300 | opaque #16140f | 11.53 | 4.5 | 4 | 2 | `div.ec-kicker` |
| dark | `#e8c98a` | 12.8px/400 | opaque #16140f | 11.53 | 4.5 | 1 | 1 | `button.ec-surprise` |
| dark | `#e8c98a` | 21.6px/300 | opaque #16140f | 11.53 | 4.5 | 3 | 2 | `span.ec-arrow` |
| dark | `#e8c98a` | 10.2px/300 | opaque #16140f | 11.53 | 4.5 | 60 | 4 | `div.lc-kicker` |
| dark | `#e8c98a` | 27.2px/800 L | opaque #16140f | 11.53 | 3.0 | 10 | 1 | `span.n` |
| dark | `#e8c98a` | 13.1px/300 | opaque #16140f | 11.53 | 4.5 | 4 | 1 | `a` |
| dark | `#e8c98a` | 33.6px/800 L | opaque #16140f | 11.53 | 3.0 | 19 | 2 | `div.num` |
| dark | `#e8c98a` | 16.8px/600 | opaque #16140f | 11.53 | 4.5 | 23 | 2 | `h3` |
| dark | `#e8c98a` | 14.4px/500 | opaque #16140f | 11.53 | 4.5 | 4 | 1 | `b` |
| dark | `#e8c98a` | 15.2px/300 | opaque #16140f | 11.53 | 4.5 | 2 | 1 | `div.mu-panel-hook` |
| light | `#000000` | 13.0px/300 | opaque #d4be93 | 11.59 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #1c1914 | 11.63 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#e8c98a` | 12.5px/700 | opaque #171211 | 11.63 | 4.5 | 1 | 1 | `a.active` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #1c1911 | 11.65 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #1e180f | 11.68 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #e8e3d3 | 11.68 | 3.0 | 1 | 1 | `span.brand-text` |
| light | `#2b2620` | 30.4px/600 L | #bg-canvas | 11.69 | 3.0 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #1d1714 | 11.76 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 13.8px/700 | opaque #14110d | 11.79 | 4.5 | 1 | 1 | `a.active` |
| light | `#2b2620` | 27.2px/800 L | #bg-canvas | 11.84 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#d8d2c4` | 16.5px/300 | #bg-canvas | 11.88 | 4.5 | 2 | 1 | `p.daily-note` |
| dark | `#ece6d9` | 23.2px/600 | #bg-canvas | 11.88 | 4.5 | 71 | 17 | `h2.sec-title` |
| dark | `#ece6d9` | 16.0px/300 | #bg-canvas | 11.88 | 4.5 | 24 | 3 | `p` |
| dark | `#ece6d9` | 54.4px/800 L | #bg-canvas | 11.97 | 3.0 | 16 | 16 | `h1.display` |
| dark | `#e8c98a` | 13.8px/700 | opaque #110f0c | 11.98 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 13.8px/700 | opaque #100f0c | 12.00 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 12.5px/700 | opaque #100f0c | 12.00 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 12.5px/700 | opaque #120e0a | 12.03 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 13.8px/700 | opaque #100e0c | 12.07 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 13.8px/700 | opaque #0f0e0d | 12.08 | 4.5 | 1 | 1 | `a.active` |
| dark | `#e8c98a` | 13.8px/700 | opaque #0f0e0c | 12.08 | 4.5 | 3 | 3 | `a.active` |
| dark | `#e8c98a` | 12.5px/700 | opaque #0f0e0c | 12.08 | 4.5 | 1 | 1 | `a.active` |
| dark | `#ece6d9` | 12.5px/400 | #bg-canvas | 12.09 | 4.5 | 147 | 16 | `a.chip` |
| dark | `#e8c98a` | 13.8px/700 | opaque #0f0d0b | 12.15 | 4.5 | 13 | 9 | `a.active` |
| dark | `#e8c98a` | 12.5px/700 | opaque #0f0d0b | 12.15 | 4.5 | 8 | 6 | `a.active` |
| dark | `#ece6d9` | 23.2px/800 L | #bg-canvas | 12.17 | 3.0 | 103 | 31 | `span.brand-text` |
| dark | `#d8d2c4` | 11.5px/300 | opaque #16140f | 12.21 | 4.5 | 39 | 2 | `span.mc-meta` |
| dark | `#d8d2c4` | 9.9px/300 | opaque #16140f | 12.21 | 4.5 | 8 | 2 | `a.chip-label` |
| dark | `#d8d2c4` | 12.5px/400 | opaque #16140f | 12.21 | 4.5 | 2 | 1 | `button.f-btn.map-zoom` |
| dark | `#d8d2c4` | 11.8px/300 | opaque #16140f | 12.21 | 4.5 | 2 | 1 | `p.map-hint` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #161410 | 12.21 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #151412 | 12.22 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#e8c98a` | 13.8px/700 | opaque #0d0c0a | 12.25 | 4.5 | 24 | 19 | `a.active` |
| dark | `#e8c98a` | 16.0px/300 | opaque #0d0c0a | 12.25 | 4.5 | 2 | 2 | `a` |
| dark | `#e8c98a` | 13.1px/300 | opaque #0d0c0a | 12.25 | 4.5 | 3 | 2 | `a` |
| dark | `#e8c98a` | 17.9px/600 | opaque #0d0c0a | 12.25 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 16.8px/500 | opaque #0d0c0a | 12.25 | 4.5 | 1 | 1 | `a.aw-btn.primary.ob-cta` |
| dark | `#e8c98a` | 10.9px/300 | opaque #0d0c0a | 12.25 | 4.5 | 1 | 1 | `div.page-kicker` |
| dark | `#e8c98a` | 12.5px/700 | opaque #0d0c0a | 12.25 | 4.5 | 3 | 2 | `a.active` |
| dark | `#e8c98a` | 14.7px/300 | opaque #0d0c0a | 12.25 | 4.5 | 1 | 1 | `a` |
| dark | `#e8c98a` | 19.2px/300 | opaque #0d0c0a | 12.25 | 4.5 | 3 | 1 | `span.le-num` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #151310 | 12.30 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.2px/300 | #bg-canvas | 12.31 | 4.5 | 37 | 24 | `p.footer-note` |
| light | `#000000` | 13.0px/300 | opaque #d9c49a | 12.31 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #15120d | 12.40 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #f0e9db | 12.41 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #131210 | 12.42 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #14120d | 12.42 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #161111 | 12.42 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 32.0px/800 L | opaque #262420 | 12.46 | 3.0 | 1 | 1 | `h1.display` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #13110d | 12.51 | 4.5 | 2 | 1 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #13110d | 12.51 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #121111 | 12.51 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #f0eadd | 12.51 | 3.0 | 1 | 1 | `span.brand-text` |
| light | `#2b2620` | 14.7px/400 | opaque #f1eadc | 12.52 | 4.5 | 6 | 6 | `strong` |
| light | `#000000` | 13.0px/300 | opaque #dac69b | 12.53 | 4.5 | 1 | 1 | `text.md-flag` |
| light | `#2b2620` | 23.2px/800 L | opaque #f1eade | 12.54 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #131012 | 12.55 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #12100d | 12.60 | 4.5 | 2 | 2 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #12100c | 12.61 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 23.2px/800 L | opaque #f1ebdd | 12.61 | 3.0 | 21 | 9 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #11100e | 12.62 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #132530 | 12.65 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #0f100f | 12.65 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#ece6d9` | 54.4px/800 L | opaque #24231f | 12.65 | 3.0 | 1 | 1 | `h1.display` |
| light | `#000000` | 13.0px/300 | opaque #dbc79d | 12.67 | 4.5 | 1 | 1 | `text.md-flag` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #110f0d | 12.69 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #110f0d | 12.69 | 4.5 | 3 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #110f0d | 12.69 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #110f0c | 12.70 | 4.5 | 4 | 3 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #110f0c | 12.70 | 4.5 | 1 | 1 | `span.brand-sub` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #110f0c | 12.70 | 4.5 | 1 | 1 | `a` |
| dark | `#ece6d9` | 13.0px/300 | #bg-canvas | 12.71 | 4.5 | 25 | 1 | `code` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #100f0c | 12.72 | 4.5 | 3 | 2 | `span.brand-sub` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #100f0c | 12.72 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 12.5px/500 | opaque #100f0c | 12.72 | 4.5 | 1 | 1 | `a` |
| light | `#2b2620` | 18.9px/600 | opaque #f2ecdf | 12.73 | 4.5 | 1 | 1 | `h3` |
| light | `#2b2620` | 41.6px/800 L | opaque #f2ecdf | 12.73 | 3.0 | 2 | 1 | `h1.display` |
| light | `#2b2620` | 23.2px/600 | opaque #f2ecdf | 12.73 | 4.5 | 1 | 1 | `h2.sec-title` |
| light | `#2b2620` | 12.5px/400 | opaque #f2ece0 | 12.74 | 4.5 | 18 | 7 | `a.chip` |
| light | `#2b2620` | 23.2px/800 L | opaque #f2ece0 | 12.74 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#ece6d9` | 23.2px/800 L | opaque #232223 | 12.75 | 3.0 | 1 | 1 | `span.brand-text` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #110e0b | 12.77 | 4.5 | 1 | 1 | `a` |
| dark | `#d8d2c4` | 13.8px/500 | opaque #100e0c | 12.78 | 4.5 | 10 | 3 | `a` |
| dark | `#d8d2c4` | 9.3px/400 | opaque #100e0c | 12.78 | 4.5 | 3 | 3 | `span.brand-sub` |
